D (µm^2 / sec)
0.1301198285067742
0.8830359367097196
0.1021445246970343
0.076121729795841
0.027235351970169824
0.4390516979834197
0.09782663188364726
0.16279880975996813
0.1679807916563378
0.01056651827945645
0.004592039365958214
0.13262737377789618
0.008639674210979676
0.48979131752228927
0.039039930148000876
0.4755592429155254
0.02388967085793558
0.023650096198277654
0.09202977777777774
0.05920453709142476
0.07043485856913256
0.6347689425904854
0.018593791999999946
0.45068337485714294
0.13345613711983068
0.238562424792115
0.0237048516786723
0.2845456017406705
0.0610785790214201
0.4767092386403243
0.1930199827240369
0.45115382819249683
0.05019256804733708
0.5243162520477872
0.2677925020367134
0.025291779761407812
0.16377890044509427
0.27101394094909725
0.04184123924245618
0.21854903454323021
0.08950727615740917
0.4157061302978027
0.13225452453921957
0.23764182787698393
0.11933240838512917
0.03217428810025166
0.7311907284272455
0.20761490247123376
0.18056263549137092
0.2046506375233553
0.0741606219098196
0.1064110322403478
0.32260049431537263
0.011375664929933077
0.2751501484458359
0.29898788174672036
0.11131880011350156
0.028369761814146244
0.9757097626344569
0.17797916897506877
0.4038300052930863
0.2501957451555862
0.19886824750025558
0.16276858660130697
0.1462469635473239
0.20973680890374805
0.30577184821159586
0.12052295908888241
0.31320921913419425
0.04818674158362974
0.5940117246273088
0.5460575440628577
1.1579626369452023
0.05349066320216296
0.021032509125745048
0.13910453326298228
0.18024432589083364
0.20472366539255127
0.4465162949036742
0.24042892416225697
0.0007774500902705368
0.6695456347226982
0.128381128803674
0.06691444917500057
0.19697901421889352
0.10929742184347427
0.05726339430619328
0.21542939921916032
0.7812246364059838
0.13153939114276555
0.5997596582404395
0.7749763786982231
0.5464142011834318
0.02577220082861097
0.11939948893680052
0.12508597079480946
0.34057444640540047
0.36113089716053065
0.2795659926577714
0.01417967628887532
